Entry Number,File Name,SMILES,Ered,HOMO,Gsol,Absorption Wavelength
299,BTZ-Neutral-wb97xd-1299,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c(C)c2nsnc12,2.34363863,-8.8807998,-0.59924583,325.21
300,BTZ-Neutral-wb97xd-1300,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c(C(F)(F)F)c2nsnc12,2.5438226,-9.2865009,-0.65445492,313.96
301,BTZ-Neutral-wb97xd-1301,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c(C#N)c2nsnc12,2.86103678,-9.0263733,-0.60346338,361.21
302,BTZ-Neutral-wb97xd-1302,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c(OC)c2nsnc12,2.25139673,-8.4239439,-0.59306916,363.06
303,BTZ-Neutral-wb97xd-1303,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.55024416,-9.003789,-0.53388741,335.79
304,BTZ-Neutral-wb97xd-1304,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c(SC)c2nsnc12,2.31218387,-8.3006826,-0.66123021,394.96
305,BTZ-Neutral-wb97xd-1305,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c(SC(F)(F)F)c2nsnc12,2.45800226,-9.0791607,-0.609504,338.69
306,BTZ-Neutral-wb97xd-1306,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c(Br)c2nsnc12,2.40516044,-9.1278666,-0.66816876,324.99
307,BTZ-Neutral-wb97xd-1307,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c(N(C)C)c2nsnc12,2.04411095,-7.7170281,-0.70231731,415.96
308,BTZ-Neutral-wb97xd-1308,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c([N+](=O)[O-])c2nsnc12,2.75314913,-9.2554815,-0.70721511,337.55
309,BTZ-Neutral-wb97xd-1309,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,2.50983731,-8.8797114,-0.95131602,349.73
310,BTZ-Neutral-wb97xd-1310,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(N(C)C)c(C)c2nsnc12,1.95434516,-7.9249125,-0.73377207,367.01
311,BTZ-Neutral-wb97xd-1311,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(N(C)C)c(C(F)(F)F)c2nsnc12,2.25256676,-8.1151104,-0.68109351,383.39
312,BTZ-Neutral-wb97xd-1312,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(N(C)C)c(C#N)c2nsnc12,2.3585225,-7.9526667,-0.79790604,407.74
313,BTZ-Neutral-wb97xd-1313,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(N(C)C)c(OC)c2nsnc12,2.07597386,-7.8770229,-0.77216538,373.11
314,BTZ-Neutral-wb97xd-1314,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(N(C)C)c(OC(F)(F)F)c2nsnc12,2.17153538,-8.1205524,-0.71197686,379.12
315,BTZ-Neutral-wb97xd-1315,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(N(C)C)c(SC)c2nsnc12,2.12138735,-7.7597478,-0.73110549,411.61
316,BTZ-Neutral-wb97xd-1316,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(N(C)C)c(SC(F)(F)F)c2nsnc12,2.10160568,-7.8892674,-0.71352783,401.88
317,BTZ-Neutral-wb97xd-1317,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(N(C)C)c(Br)c2nsnc12,2.16655595,-8.0062704,-0.65970645,374.14
318,BTZ-Neutral-wb97xd-1318,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(N(C)C)c(N(C)C)c2nsnc12,2.01083312,-7.9042329,-0.74054736,385.66
319,BTZ-Neutral-wb97xd-1319,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(N(C)C)c([N+](=O)[O-])c2nsnc12,2.32850987,-8.2487115,-0.77298168,404.69
320,BTZ-Neutral-wb97xd-1320,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12,2.2621991,-8.0503506,-0.8739852,391.42
321,BTZ-Neutral-wb97xd-1321,CCOCN(C(C)=O)c1c(N(C)C)c(C)c(C)c2nsnc12,1.63933499,-7.5836991,-0.6761685,371.15
322,BTZ-Neutral-wb97xd-1322,CCOCN(C(C)=O)c1c(N(C)C)c(C)c(C(F)(F)F)c2nsnc12,1.88623853,-7.7567547,-0.79485852,385.6
323,BTZ-Neutral-wb97xd-1323,CCOCN(C(C)=O)c1c(N(C)C)c(C)c(C#N)c2nsnc12,2.15980787,-7.8236913,-0.75981204,404.91
324,BTZ-Neutral-wb97xd-1324,CCOCN(C(C)=O)c1c(N(C)C)c(C)c(OC)c2nsnc12,1.61558066,-7.6011135,-0.86304678,369.46
325,BTZ-Neutral-wb97xd-1325,CCOCN(C(C)=O)c1c(N(C)C)c(C)c(OC(F)(F)F)c2nsnc12,1.80392828,-7.7009742,-0.78753903,379.27
326,BTZ-Neutral-wb97xd-1326,CCOCN(C(C)=O)c1c(N(C)C)c(C)c(SC)c2nsnc12,1.72499207,-7.5951273,-0.77387961,385.01
327,BTZ-Neutral-wb97xd-1327,CCOCN(C(C)=O)c1c(N(C)C)c(C)c(SC(F)(F)F)c2nsnc12,1.85538239,-7.7382519,-0.85172742,384.95
328,BTZ-Neutral-wb97xd-1328,CCOCN(C(C)=O)c1c(N(C)C)c(C)c(Br)c2nsnc12,1.88368079,-7.6046508,-0.72745935,392
329,BTZ-Neutral-wb97xd-1329,CCOCN(C(C)=O)c1c(N(C)C)c(C)c(N(C)C)c2nsnc12,1.67182373,-7.2933684,-0.82176921,414.17
330,BTZ-Neutral-wb97xd-1330,CCOCN(C(C)=O)c1c(N(C)C)c(C)c([N+](=O)[O-])c2nsnc12,2.20320782,-7.8087258,-0.78400173,416.8
331,BTZ-Neutral-wb97xd-1331,CCOCN(C(C)=O)c1c(N(C)C)c(C)c(S(=O)(=O)N(C)C)c2nsnc12,1.89361244,-7.7540337,-1.12801776,388.31
332,BTZ-Neutral-wb97xd-1332,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c(C)c2nsnc12,1.96577336,-7.9006956,-0.69559644,365.35
333,BTZ-Neutral-wb97xd-1333,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c(C(F)(F)F)c2nsnc12,2.36067209,-7.9953864,-0.7099089,414.04
334,BTZ-Neutral-wb97xd-1334,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c(C#N)c2nsnc12,2.47748462,-8.1888495,-0.87341379,409.2
335,BTZ-Neutral-wb97xd-1335,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c(OC)c2nsnc12,2.02745843,-7.9439595,-0.64253694,368.5
336,BTZ-Neutral-wb97xd-1336,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.27014442,-8.0476296,-0.64286346,383.16
337,BTZ-Neutral-wb97xd-1337,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c(SC)c2nsnc12,2.02808426,-7.5105042,-0.71543253,443.94
338,BTZ-Neutral-wb97xd-1338,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c(SC(F)(F)F)c2nsnc12,2.32829219,-8.1589185,-0.65293116,389.11
339,BTZ-Neutral-wb97xd-1339,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c(Br)c2nsnc12,2.22483977,-7.6811109,-0.68876673,431.05
340,BTZ-Neutral-wb97xd-1340,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c(N(C)C)c2nsnc12,1.88651063,-7.3162248,-0.68025,423
341,BTZ-Neutral-wb97xd-1341,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c([N+](=O)[O-])c2nsnc12,2.57035235,-8.1480345,-0.75869643,401.9
342,BTZ-Neutral-wb97xd-1342,CCOCN(C(C)=O)c1c(N(C)C)c(C(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,2.46235586,-7.7246469,-0.97406358,454.76
343,BTZ-Neutral-wb97xd-1343,CCOCN(C(C)=O)c1c(N(C)C)c(C#N)c(C)c2nsnc12,2.03371673,-7.831038,-0.83692518,390.57
344,BTZ-Neutral-wb97xd-1344,CCOCN(C(C)=O)c1c(N(C)C)c(C#N)c(C(F)(F)F)c2nsnc12,2.44728152,-8.0299431,-0.85050297,426.37
345,BTZ-Neutral-wb97xd-1345,CCOCN(C(C)=O)c1c(N(C)C)c(C#N)c(C#N)c2nsnc12,2.60414717,-8.0544321,-0.91673211,451.15
346,BTZ-Neutral-wb97xd-1346,CCOCN(C(C)=O)c1c(N(C)C)c(C#N)c(OC)c2nsnc12,1.91230571,-7.7472312,-0.92396997,395.71
347,BTZ-Neutral-wb97xd-1347,CCOCN(C(C)=O)c1c(N(C)C)c(C#N)c(OC(F)(F)F)c2nsnc12,2.34418283,-7.8993351,-0.70955517,423.53
348,BTZ-Neutral-wb97xd-1348,CCOCN(C(C)=O)c1c(N(C)C)c(C#N)c(SC)c2nsnc12,2.22200993,-8.0449086,-0.79113075,398.77
349,BTZ-Neutral-wb97xd-1349,CCOCN(C(C)=O)c1c(N(C)C)c(C#N)c(SC(F)(F)F)c2nsnc12,2.48510342,-7.9145727,-0.72566349,444.13
350,BTZ-Neutral-wb97xd-1350,CCOCN(C(C)=O)c1c(N(C)C)c(C#N)c(Br)c2nsnc12,2.22522071,-7.9662717,-0.89316825,406.69
351,BTZ-Neutral-wb97xd-1351,CCOCN(C(C)=O)c1c(N(C)C)c(C#N)c(N(C)C)c2nsnc12,1.85979041,-7.3347276,-0.93977898,425.12
352,BTZ-Neutral-wb97xd-1352,CCOCN(C(C)=O)c1c(N(C)C)c(C#N)c([N+](=O)[O-])c2nsnc12,2.917688,-7.9989237,-0.81885774,462.02
353,BTZ-Neutral-wb97xd-1353,CCOCN(C(C)=O)c1c(N(C)C)c(C#N)c(S(=O)(=O)N(C)C)c2nsnc12,2.52268043,-8.0881725,-1.10181453,427.56
354,BTZ-Neutral-wb97xd-1354,CCOCN(C(C)=O)c1c(N(C)C)c(OC)c(C)c2nsnc12,1.66782386,-8.005182,-0.70313361,343.44
355,BTZ-Neutral-wb97xd-1355,CCOCN(C(C)=O)c1c(N(C)C)c(OC)c(C(F)(F)F)c2nsnc12,1.840172,-7.7450544,-0.8922159,381.87
356,BTZ-Neutral-wb97xd-1356,CCOCN(C(C)=O)c1c(N(C)C)c(OC)c(C#N)c2nsnc12,2.13657053,-8.1055869,-0.80065425,379.99
357,BTZ-Neutral-wb97xd-1357,CCOCN(C(C)=O)c1c(N(C)C)c(OC)c(OC)c2nsnc12,1.67147,-7.5085995,-0.86895135,371.91
358,BTZ-Neutral-wb97xd-1358,CCOCN(C(C)=O)c1c(N(C)C)c(OC)c(OC(F)(F)F)c2nsnc12,1.92365228,-7.6490031,-0.7738524,378.44
359,BTZ-Neutral-wb97xd-1359,CCOCN(C(C)=O)c1c(N(C)C)c(OC)c(SC)c2nsnc12,1.8028943,-7.4604378,-0.73208505,400.2
360,BTZ-Neutral-wb97xd-1360,CCOCN(C(C)=O)c1c(N(C)C)c(OC)c(SC(F)(F)F)c2nsnc12,2.02400276,-8.0506227,-0.69061701,378.88
361,BTZ-Neutral-wb97xd-1361,CCOCN(C(C)=O)c1c(N(C)C)c(OC)c(Br)c2nsnc12,1.85228045,-7.5219324,-0.70843956,398.49
362,BTZ-Neutral-wb97xd-1362,CCOCN(C(C)=O)c1c(N(C)C)c(OC)c(N(C)C)c2nsnc12,1.70787698,-7.2846612,-0.6968481,433.24
363,BTZ-Neutral-wb97xd-1363,CCOCN(C(C)=O)c1c(N(C)C)c(OC)c([N+](=O)[O-])c2nsnc12,2.15382167,-7.7423334,-0.91607907,404.54
364,BTZ-Neutral-wb97xd-1364,CCOCN(C(C)=O)c1c(N(C)C)c(OC)c(S(=O)(=O)N(C)C)c2nsnc12,1.84458002,-7.6519962,-1.15683315,391.44
365,BTZ-Neutral-wb97xd-1365,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(C)c2nsnc12,1.79522108,-7.8163446,-0.67510731,360.42
366,BTZ-Neutral-wb97xd-1366,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(C(F)(F)F)c2nsnc12,2.11991801,-7.9330755,-0.62479602,390.56
367,BTZ-Neutral-wb97xd-1367,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(C#N)c2nsnc12,2.30135429,-7.8343032,-0.82223178,427.76
368,BTZ-Neutral-wb97xd-1368,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(OC)c2nsnc12,1.92621002,-7.6139022,-0.68125677,388.85
369,BTZ-Neutral-wb97xd-1369,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.17752158,-8.1605511,-0.57679758,368.28
370,BTZ-Neutral-wb97xd-1370,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(SC)c2nsnc12,1.94906642,-7.8443709,-0.71265711,378.29
371,BTZ-Neutral-wb97xd-1371,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(SC(F)(F)F)c2nsnc12,2.2213841,-8.2451742,-0.65461818,375.34
372,BTZ-Neutral-wb97xd-1372,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(Br)c2nsnc12,2.06971556,-7.7173002,-0.74860152,406.41
373,BTZ-Neutral-wb97xd-1373,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(N(C)C)c2nsnc12,1.64532119,-7.2343227,-0.83556468,424.93
374,BTZ-Neutral-wb97xd-1374,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c([N+](=O)[O-])c2nsnc12,2.51944244,-8.105859,-0.88944048,387.28
375,BTZ-Neutral-wb97xd-1375,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,2.14454306,-8.0239569,-1.02750402,381.45
376,BTZ-Neutral-wb97xd-1376,CCOCN(C(C)=O)c1c(N(C)C)c(SC)c(C)c2nsnc12,1.84945061,-7.8070932,-0.69072585,364.74
377,BTZ-Neutral-wb97xd-1377,CCOCN(C(C)=O)c1c(N(C)C)c(SC)c(C(F)(F)F)c2nsnc12,2.06775644,-7.9107633,-0.82351065,400.79
378,BTZ-Neutral-wb97xd-1378,CCOCN(C(C)=O)c1c(N(C)C)c(SC)c(C#N)c2nsnc12,2.27838905,-7.9556598,-0.81921147,392.75
379,BTZ-Neutral-wb97xd-1379,CCOCN(C(C)=O)c1c(N(C)C)c(SC)c(OC)c2nsnc12,1.83562793,-7.7583873,-0.71404482,375.3
380,BTZ-Neutral-wb97xd-1380,CCOCN(C(C)=O)c1c(N(C)C)c(SC)c(OC(F)(F)F)c2nsnc12,1.96917461,-7.7211096,-0.77687271,386.89
381,BTZ-Neutral-wb97xd-1381,CCOCN(C(C)=O)c1c(N(C)C)c(SC)c(SC)c2nsnc12,1.96011368,-7.7407008,-0.77061441,406.3
382,BTZ-Neutral-wb97xd-1382,CCOCN(C(C)=O)c1c(N(C)C)c(SC)c(SC(F)(F)F)c2nsnc12,2.11300667,-7.6933554,-0.70977285,414.16
383,BTZ-Neutral-wb97xd-1383,CCOCN(C(C)=O)c1c(N(C)C)c(SC)c(Br)c2nsnc12,1.87562663,-7.656894,-0.80691255,389.71
384,BTZ-Neutral-wb97xd-1384,CCOCN(C(C)=O)c1c(N(C)C)c(SC)c(N(C)C)c2nsnc12,1.71321014,-7.5600264,-0.81564696,387.22
385,BTZ-Neutral-wb97xd-1385,CCOCN(C(C)=O)c1c(N(C)C)c(SC)c([N+](=O)[O-])c2nsnc12,2.3038304,-7.7597478,-0.8296329,417.55
386,BTZ-Neutral-wb97xd-1386,CCOCN(C(C)=O)c1c(N(C)C)c(SC)c(S(=O)(=O)N(C)C)c2nsnc12,1.98694274,-7.8021954,-1.07566572,400.36
387,BTZ-Neutral-wb97xd-1387,CCOCN(C(C)=O)c1c(N(C)C)c(SC(F)(F)F)c(C)c2nsnc12,1.9841129,-8.0310315,-0.62604768,359.98
388,BTZ-Neutral-wb97xd-1388,CCOCN(C(C)=O)c1c(N(C)C)c(SC(F)(F)F)c(C(F)(F)F)c2nsnc12,2.24875736,-7.9855908,-0.82277598,395.02
389,BTZ-Neutral-wb97xd-1389,CCOCN(C(C)=O)c1c(N(C)C)c(SC(F)(F)F)c(C#N)c2nsnc12,2.45781179,-8.0000121,-0.86353656,428.27
390,BTZ-Neutral-wb97xd-1390,CCOCN(C(C)=O)c1c(N(C)C)c(SC(F)(F)F)c(OC)c2nsnc12,1.89110912,-7.6411122,-0.72481998,385.44
391,BTZ-Neutral-wb97xd-1391,CCOCN(C(C)=O)c1c(N(C)C)c(SC(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.25041717,-8.1768771,-0.60490551,378.03
392,BTZ-Neutral-wb97xd-1392,CCOCN(C(C)=O)c1c(N(C)C)c(SC(F)(F)F)c(SC)c2nsnc12,2.0654708,-7.7483196,-0.71132382,403.55
393,BTZ-Neutral-wb97xd-1393,CCOCN(C(C)=O)c1c(N(C)C)c(SC(F)(F)F)c(SC(F)(F)F)c2nsnc12,2.35969253,-7.8016512,-0.66237303,428.11
394,BTZ-Neutral-wb97xd-1394,CCOCN(C(C)=O)c1c(N(C)C)c(SC(F)(F)F)c(Br)c2nsnc12,2.1835622,-7.8122631,-0.64648239,400.87
395,BTZ-Neutral-wb97xd-1395,CCOCN(C(C)=O)c1c(N(C)C)c(SC(F)(F)F)c(N(C)C)c2nsnc12,1.84520585,-7.2939126,-0.70525599,427.38
396,BTZ-Neutral-wb97xd-1396,CCOCN(C(C)=O)c1c(N(C)C)c(SC(F)(F)F)c([N+](=O)[O-])c2nsnc12,2.6142965,-8.035113,-0.70903818,407.74
397,BTZ-Neutral-wb97xd-1397,CCOCN(C(C)=O)c1c(N(C)C)c(SC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,2.35033229,-7.9518504,-1.04761221,400.54
398,BTZ-Neutral-wb97xd-1398,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c(C)c2nsnc12,1.54135178,-7.3205784,-0.93686751,379.17
399,BTZ-Neutral-wb97xd-1399,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c(C(F)(F)F)c2nsnc12,1.76175278,-7.5254697,-0.85591776,385
400,BTZ-Neutral-wb97xd-1400,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c(C#N)c2nsnc12,1.93448186,-7.5760803,-1.03430652,395.33
401,BTZ-Neutral-wb97xd-1401,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c(OC)c2nsnc12,1.66627289,-7.384794,-0.8187489,388.97
402,BTZ-Neutral-wb97xd-1402,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c(OC(F)(F)F)c2nsnc12,1.74882803,-7.4960829,-0.80201475,382.53
403,BTZ-Neutral-wb97xd-1403,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c(SC)c2nsnc12,1.67737457,-7.3943175,-0.91156221,381.72
404,BTZ-Neutral-wb97xd-1404,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c(SC(F)(F)F)c2nsnc12,1.8548654,-7.4887362,-0.87686946,392.52
405,BTZ-Neutral-wb97xd-1405,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c(Br)c2nsnc12,1.79016002,-7.4710497,-0.83069409,388.46
406,BTZ-Neutral-wb97xd-1406,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c(N(C)C)c2nsnc12,1.72880147,-7.6824714,-0.74737707,390.68
407,BTZ-Neutral-wb97xd-1407,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c([N+](=O)[O-])c2nsnc12,1.98117422,-7.621521,-1.01664723,414.45
408,BTZ-Neutral-wb97xd-1408,CCOCN(C(C)=O)c1c(N(C)C)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12,1.74588935,-7.5355374,-1.09188288,393.97
409,BTZ-Neutral-wb97xd-1409,CC(=O)N(c1c(C)c(C)c(C)c2nsnc12)C(F)(F)C(F)(F)F,1.71399923,-8.4304743,-0.52711212,327.13
410,BTZ-Neutral-wb97xd-1410,CC(=O)N(c1c(C)c(C)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.02685981,-9.0633789,-0.51013308,303.05
411,BTZ-Neutral-wb97xd-1411,CC(=O)N(c1c(C)c(C)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.21011916,-9.0413388,-0.59587179,315.42
412,BTZ-Neutral-wb97xd-1412,COc1c(C)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,1.77342587,-8.4772755,-0.53845869,329.04
413,BTZ-Neutral-wb97xd-1413,CC(=O)N(c1c(C)c(C)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,1.99725533,-8.9447433,-0.56398167,309.28
414,BTZ-Neutral-wb97xd-1414,CSc1c(C)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,1.87070162,-8.2685748,-0.60822513,350.8
415,BTZ-Neutral-wb97xd-1415,CC(=O)N(c1c(C)c(C)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.03368952,-9.0797049,-0.49625598,303.41
416,BTZ-Neutral-wb97xd-1416,CC(=O)N(c1c(C)c(C)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,1.94359721,-8.6737317,-0.60580344,322.88
417,BTZ-Neutral-wb97xd-1417,CC(=O)N(c1c(C)c(C)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,1.750379,-7.6593429,-0.50382036,395.65
418,BTZ-Neutral-wb97xd-1418,CC(=O)N(c1c(C)c(C)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,2.29770815,-9.1199757,-0.60261987,332.79
419,BTZ-Neutral-wb97xd-1419,CC(=O)N(c1c(C)c(C)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.07357938,-8.9945376,-0.90674604,305.02
420,BTZ-Neutral-wb97xd-1420,CC(=O)N(c1c(C)c(C(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.02715912,-8.8993026,-0.45571308,314.23
421,BTZ-Neutral-wb97xd-1421,CC(=O)N(c1c(C)c(C(F)(F)F)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.43792128,-9.3814638,-0.45745452,310.2
422,BTZ-Neutral-wb97xd-1422,CC(=O)N(c1c(C)c(C(F)(F)F)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.65263539,-9.436428,-0.51750699,320.63
423,BTZ-Neutral-wb97xd-1423,COc1c(C(F)(F)F)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.09752418,-8.4957783,-0.48556245,345.66
424,BTZ-Neutral-wb97xd-1424,CC(=O)N(c1c(C)c(C(F)(F)F)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.41721447,-9.2862288,-0.49816068,309.58
425,BTZ-Neutral-wb97xd-1425,CSc1c(C(F)(F)F)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.23240415,-8.4492492,-0.57565476,374.52
426,BTZ-Neutral-wb97xd-1426,CC(=O)N(c1c(C)c(C(F)(F)F)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.51783705,-9.2693586,-0.5110038,319.81
427,BTZ-Neutral-wb97xd-1427,CC(=O)N(c1c(C)c(C(F)(F)F)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.30132708,-9.0598416,-0.46107345,323.43
428,BTZ-Neutral-wb97xd-1428,CC(=O)N(c1c(C)c(C(F)(F)F)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.14095134,-8.3379603,-0.59225286,404.23
429,BTZ-Neutral-wb97xd-1429,CC(=O)N(c1c(C)c(C(F)(F)F)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,2.61712634,-9.4464957,-0.52741143,314.17
430,BTZ-Neutral-wb97xd-1430,CC(=O)N(c1c(C)c(C(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.46216539,-9.0878679,-0.73535025,319.59
431,BTZ-Neutral-wb97xd-1431,CC(=O)N(c1c(C)c(C#N)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.13907385,-8.9382129,-0.52972428,318.99
432,BTZ-Neutral-wb97xd-1432,CC(=O)N(c1c(C)c(C#N)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.65739714,-9.4274487,-0.61236105,316.09
433,BTZ-Neutral-wb97xd-1433,CC(=O)N(c1c(C)c(C#N)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.80141967,-9.482685,-0.59823906,329.58
434,BTZ-Neutral-wb97xd-1434,COc1c(C#N)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.20938449,-8.4851664,-0.66318933,348.84
435,BTZ-Neutral-wb97xd-1435,CC(=O)N(c1c(C)c(C#N)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.49340247,-9.3311253,-0.49432407,314.56
436,BTZ-Neutral-wb97xd-1436,CSc1c(C#N)c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.35827761,-8.451426,-0.65728476,380.48
437,BTZ-Neutral-wb97xd-1437,CC(=O)N(c1c(C)c(C#N)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.65007765,-9.425544,-0.62757144,318.08
438,BTZ-Neutral-wb97xd-1438,CC(=O)N(c1c(C)c(C#N)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.49468134,-9.1463694,-0.63132642,325.66
439,BTZ-Neutral-wb97xd-1439,CC(=O)N(c1c(C)c(C#N)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.07246377,-7.7409729,-0.61987101,401.04
440,BTZ-Neutral-wb97xd-1440,CC(=O)N(c1c(C)c(C#N)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,3.02157578,-9.5961507,-0.61429296,335.01
441,BTZ-Neutral-wb97xd-1441,CC(=O)N(c1c(C)c(C#N)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.68033517,-9.1858239,-0.944187,327.78
442,BTZ-Neutral-wb97xd-1442,COc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C,1.84248485,-8.5648917,-0.5569887,324.97
443,BTZ-Neutral-wb97xd-1443,COc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C(F)(F)F,2.01915938,-9.1716747,-0.59331405,299.14
444,BTZ-Neutral-wb97xd-1444,COc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C#N,2.28459293,-9.1123569,-0.61176243,314.23
445,BTZ-Neutral-wb97xd-1445,COc1c(C)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC,1.84569563,-8.1790539,-0.57334191,357.41
